Sun, 27 Aug 2023 12:43:06 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:07 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:07 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:10 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:10 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:14 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:44:14 GMT | INFO | index.log | Backend server is running! | 
Sun, 27 Aug 2023 12:45:04 GMT | INFO | index.log | Backend server is running! | data:undefined | 
Sun, 27 Aug 2023 12:45:04 GMT | INFO | index.log | Backend server is running! | data:undefined | 
Sun, 27 Aug 2023 12:45:07 GMT | INFO | index.log | Backend server is running! | data:undefined | 
Sun, 27 Aug 2023 12:45:07 GMT | INFO | index.log | Backend server is running! | data:undefined | 
Sun, 27 Aug 2023 12:45:10 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:10 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:21 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:21 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:21 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:21 GMT | INFO | index.log | Backend server is running! | data:{"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:36 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:36 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:52 GMT | INFO | index.log | Backend server is running!  data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:52 GMT | INFO | index.log | Backend server is running!  data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:52 GMT | INFO | index.log | Backend server is running!data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:45:52 GMT | INFO | index.log | Backend server is running!data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:46:04 GMT | INFO | index.log | Backend server is running!| data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:46:04 GMT | INFO | index.log | Backend server is running!| data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:46:05 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:46:05 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"} | 
Sun, 27 Aug 2023 12:46:13 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
Sun, 27 Aug 2023 12:46:13 GMT | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:47:39.978Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:47:39.978Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:07.569Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:07.569Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:11.420Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:11.420Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:13.224Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:13.224Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:16.306Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:16.306Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:30.764Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T12:49:30.764Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T13:10:02.823Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T13:10:02.823Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-09-10T06:50:18.881Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-09-10T06:50:18.881Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:05.139Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:05.139Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:27.892Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:27.892Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:55.962Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:21:55.962Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:00.156Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:00.157Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:09.694Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:09.694Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:20.752Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:20.752Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:21.393Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:21.393Z | INFO | index.log | Backend server is running! | data: {"abcd":"def"}
2023-08-27T18:22:43.675Z | INFO | index.log | Backend server is running on port | data: {"abcd":"def"}
2023-08-27T18:22:43.675Z | INFO | index.log | Backend server is running on port | data: {"abcd":"def"}
2023-08-27T18:22:45.036Z | INFO | index.log | Backend server is running on port  | data: {"abcd":"def"}
2023-08-27T18:22:45.036Z | INFO | index.log | Backend server is running on port  | data: {"abcd":"def"}
2023-08-27T18:22:52.175Z | INFO | index.log | Backend server is running on port  | data: {"abcd":"def"}
2023-08-27T18:22:52.175Z | INFO | index.log | Backend server is running on port  | data: {"abcd":"def"}
2023-08-27T18:22:57.196Z | INFO | index.log | Server is running on port  | data: {"abcd":"def"}
2023-08-27T18:22:57.196Z | INFO | index.log | Server is running on port  | data: {"abcd":"def"}
2023-08-27T18:23:01.235Z | INFO | index.log | Server is running on port:  | data: {"abcd":"def"}
2023-08-27T18:23:01.235Z | INFO | index.log | Server is running on port:  | data: {"abcd":"def"}
2023-08-27T18:23:06.932Z | INFO | index.log | Server is running on port: undefined | data: {"abcd":"def"}
2023-08-27T18:23:06.932Z | INFO | index.log | Server is running on port: undefined | data: {"abcd":"def"}
2023-08-27T18:23:20.650Z | INFO | index.log | Server is running on port: [object Object] | data: {"abcd":"def"}
2023-08-27T18:23:20.650Z | INFO | index.log | Server is running on port: [object Object] | data: {"abcd":"def"}
2023-08-27T18:23:28.552Z | INFO | index.log | Server is running on port: function stringify() { [native code] } | data: {"abcd":"def"}
2023-08-27T18:23:28.552Z | INFO | index.log | Server is running on port: function stringify() { [native code] } | data: {"abcd":"def"}
2023-08-27T18:23:30.350Z | INFO | index.log | Server is running on port: {"app":"SOCIAL_MEDIA_APP","env":"development","mongo":{"uri":"mongodb+srv://jnvudayju:UYy7xl9ifF63bPp2@cluster0.eruli5a.mongodb.net/?retryWrites=true&w=majority"},"jwt":{"secret":"abcd"}} | data: {"abcd":"def"}
2023-08-27T18:23:30.350Z | INFO | index.log | Server is running on port: {"app":"SOCIAL_MEDIA_APP","env":"development","mongo":{"uri":"mongodb+srv://jnvudayju:UYy7xl9ifF63bPp2@cluster0.eruli5a.mongodb.net/?retryWrites=true&w=majority"},"jwt":{"secret":"abcd"}} | data: {"abcd":"def"}
2023-08-27T18:24:19.582Z | INFO | index.log | Server is running on port: {"app":"SOCIAL_MEDIA_APP","port":"8000","env":"development","mongo":{"uri":"mongodb+srv://jnvudayju:UYy7xl9ifF63bPp2@cluster0.eruli5a.mongodb.net/?retryWrites=true&w=majority"},"jwt":{"secret":"abcd"}} | data: {"abcd":"def"}
2023-08-27T18:24:31.512Z | INFO | index.log | Server is running on port: 8000 | data: {"abcd":"def"}
2023-08-27T18:24:55.446Z | INFO | index.log | Server is running on port: 8000 | data: {"abcd":"def"}
2023-08-27T18:25:10.253Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:25:30.466Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:25:31.400Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:25:32.958Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:25:36.129Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:13.805Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:19.089Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:23.529Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:25.404Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:40.511Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:47.019Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:50.835Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:53.709Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:26:57.960Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:00.380Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:03.776Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:07.704Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:09.254Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:12.236Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:28.332Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:30.146Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:34.807Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:41.618Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:43.094Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:45.624Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:48.097Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:51.504Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:54.348Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:56.487Z | INFO | index.log | Server is running on port: 8000
2023-08-27T18:27:57.525Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:11:52.493Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:01.784Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:10.495Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:15.463Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:17.469Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:22.197Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:25.069Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:26.256Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:31.174Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:37.080Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:39.064Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:42.724Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:49.679Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:51.066Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:54.136Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:12:58.862Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:02.348Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:04.778Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:05.840Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:09.248Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:14.591Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:17.481Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:25.540Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:31.389Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:32.406Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:35.889Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:42.211Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:43.676Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:47.370Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:49.190Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:55.766Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:13:58.748Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:14:01.267Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:14:03.074Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:14:03.461Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:14:32.903Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:15:47.551Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:15:52.662Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:02.620Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:06.861Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:08.470Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:12.302Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:15.212Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:18.831Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:28.996Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:30.577Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:34.200Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:36.472Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:38.817Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:16:52.887Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:05.984Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:08.560Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:10.191Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:10.779Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:44.182Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:48.368Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:17:55.591Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:00.585Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:02.190Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:05.603Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:09.818Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:11.043Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:16.560Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:19.144Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:20.453Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:18:28.752Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:13.390Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:18.293Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:23.756Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:29.535Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:35.913Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:19:37.391Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:20:09.495Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:20:11.764Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:20:13.299Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:20:17.437Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:21:16.464Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:21:17.818Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:21:20.559Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:21:23.251Z | INFO | index.log | Connected to MongoDB
2023-08-27T19:21:57.045Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:21:59.603Z | INFO | index.log | Connected to MongoDB
2023-08-27T19:22:01.698Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:22:02.655Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:22:05.235Z | INFO | index.log | Connected to MongoDB
2023-08-27T19:22:10.322Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:22:13.221Z | INFO | index.log | Connected to MongoDB
2023-08-27T19:22:15.258Z | INFO | index.log | Server is running on port: 8000
2023-08-27T19:22:17.830Z | INFO | index.log | Connected to MongoDB
